Match,Time,Speedup,Efficiency
1,184,1,1
1,157,1.17197,0.585987
1,173,1.06358,0.354528
1,159,1.15723,0.289308
1,164,1.12195,0.22439
1,156,1.17949,0.196581
1,157,1.17197,0.167425
1,157,1.17197,0.146497
